func_id,language,source_repo,file,func_name,cc,nloc,params,start_line,end_line,raw_source_path,class_path,qualname,is_method,receiver_kind,module_or_package,visibility,param_types,import_hint,enrich_note,ctor_signature,ctor_snippet,ctor_verified,needs_context,ctor_note
PY-003,python,pallets/flask,data/raw/flask/src/flask/app.py,full_dispatch_request,5,19,2,992,1019,data-research/python_functions/PY-003.py,Flask,Flask.full_dispatch_request,yes,instance,flask.app,public,ctx,"from flask.app import Flask  # construct an instance first, then call instance.full_dispatch_request(...)",,"(self, import_name: 'str', static_url_path: 'str | None' = None, static_folder: 'str | os.PathLike[str] | None' = 'static', static_host: 'str | None' = None, host_matching: 'bool' = False, subdomain_matching: 'bool' = False, template_folder: 'str | os.PathLike[str] | None' = 'templates', instance_path: 'str | None' = None, instance_relative_config: 'bool' = False, root_path: 'str | None' = None)","Flask(import_name=""test_app"")",yes,yes,Flask
PY-004,python,pallets/flask,data/raw/flask/src/flask/cli.py,locate_app,5,20,3,241,264,data-research/python_functions/PY-004.py,,locate_app,no,function,flask.cli,public,"module_name,app_name,raise_if_not_found",from flask.cli import locate_app,,,,,,khong phai method
PY-005,python,pallets/flask,data/raw/flask/src/flask/cli.py,_env_file_callback,5,15,3,493,512,data-research/python_functions/PY-005.py,,_env_file_callback,no,function,flask.cli,private,"ctx,param,value",from flask.cli import _env_file_callback,,,,,,khong phai method
PY-006,python,pallets/flask,data/raw/flask/src/flask/cli.py,__init__,5,25,7,563,598,data-research/python_functions/PY-006.py,FlaskGroup,FlaskGroup.__init__,yes,instance,flask.cli,private,"add_default_commands,create_app,add_version_option,load_dotenv,set_debug_flag","from flask.cli import FlaskGroup  # construct an instance first, then call instance.__init__(...)",,"(self, add_default_commands: 'bool' = True, create_app: 't.Callable[..., Flask] | None' = None, add_version_option: 'bool' = True, load_dotenv: 'bool' = True, set_debug_flag: 'bool' = True, **extra: 't.Any') -> 'None'",FlaskGroup(),yes,yes,FlaskGroup
PY-007,python,pallets/flask,data/raw/flask/src/flask/cli.py,get_command,5,14,3,609,634,data-research/python_functions/PY-007.py,FlaskGroup,FlaskGroup.get_command,yes,instance,flask.cli,public,"ctx,name","from flask.cli import FlaskGroup  # construct an instance first, then call instance.get_command(...)",,"(self, add_default_commands: 'bool' = True, create_app: 't.Callable[..., Flask] | None' = None, add_version_option: 'bool' = True, load_dotenv: 'bool' = True, set_debug_flag: 'bool' = True, **extra: 't.Any') -> 'None'",FlaskGroup(),yes,yes,FlaskGroup
PY-008,python,pallets/flask,data/raw/flask/src/flask/cli.py,parse_args,5,7,3,678,688,data-research/python_functions/PY-008.py,FlaskGroup,FlaskGroup.parse_args,yes,instance,flask.cli,public,"ctx,args","from flask.cli import FlaskGroup  # construct an instance first, then call instance.parse_args(...)",,"(self, add_default_commands: 'bool' = True, create_app: 't.Callable[..., Flask] | None' = None, add_version_option: 'bool' = True, load_dotenv: 'bool' = True, set_debug_flag: 'bool' = True, **extra: 't.Any') -> 'None'",FlaskGroup(),yes,yes,FlaskGroup
PY-009,python,pallets/flask,data/raw/flask/src/flask/cli.py,run_command,5,37,9,935,993,data-research/python_functions/PY-009.py,,run_command,no,function,flask.cli,public,"info,host,port,reload,debugger,with_threads,cert,extra_files,exclude_patterns",from flask.cli import run_command,,,,,,khong phai method
PY-010,python,pallets/flask,data/raw/flask/src/flask/cli.py,shell_command,5,24,0,1001,1045,data-research/python_functions/PY-010.py,,shell_command,no,function,flask.cli,public,,from flask.cli import shell_command,,,,,,khong phai method
PY-011,python,pallets/flask,data/raw/flask/src/flask/app.py,handle_exception,6,17,3,897,948,data-research/python_functions/PY-011.py,Flask,Flask.handle_exception,yes,instance,flask.app,public,"ctx,e","from flask.app import Flask  # construct an instance first, then call instance.handle_exception(...)",,"(self, import_name: 'str', static_url_path: 'str | None' = None, static_folder: 'str | os.PathLike[str] | None' = 'static', static_host: 'str | None' = None, host_matching: 'bool' = False, subdomain_matching: 'bool' = False, template_folder: 'str | os.PathLike[str] | None' = 'templates', instance_path: 'str | None' = None, instance_relative_config: 'bool' = False, root_path: 'str | None' = None)","Flask(import_name=""test_app"")",yes,yes,Flask
PY-012,python,pallets/flask,data/raw/flask/src/flask/app.py,process_response,6,10,3,1394,1418,data-research/python_functions/PY-012.py,Flask,Flask.process_response,yes,instance,flask.app,public,"ctx,response","from flask.app import Flask  # construct an instance first, then call instance.process_response(...)",,"(self, import_name: 'str', static_url_path: 'str | None' = None, static_folder: 'str | os.PathLike[str] | None' = 'static', static_host: 'str | None' = None, host_matching: 'bool' = False, subdomain_matching: 'bool' = False, template_folder: 'str | os.PathLike[str] | None' = 'templates', instance_path: 'str | None' = None, instance_relative_config: 'bool' = False, root_path: 'str | None' = None)","Flask(import_name=""test_app"")",yes,yes,Flask
PY-013,python,pallets/flask,data/raw/flask/src/flask/cli.py,prepare_import,6,16,1,200,226,data-research/python_functions/PY-013.py,,prepare_import,no,function,flask.cli,public,path,from flask.cli import prepare_import,,,,,,khong phai method
PY-014,python,pallets/flask,data/raw/flask/src/flask/cli.py,convert,6,29,4,791,825,data-research/python_functions/PY-014.py,CertParamType,CertParamType.convert,yes,instance,flask.cli,public,"value,param,ctx","from flask.cli import CertParamType  # construct an instance first, then call instance.convert(...)",,(self) -> 'None',CertParamType(),yes,yes,CertParamType
PY-015,python,pallets/flask,data/raw/flask/src/flask/helpers.py,get_flashed_messages,6,12,2,360,399,data-research/python_functions/PY-015.py,,get_flashed_messages,no,function,flask.helpers,public,"with_categories,category_filter",from flask.helpers import get_flashed_messages,,,,,,khong phai method
PY-016,python,pallets/flask,data/raw/flask/src/flask/json/provider.py,_default,6,10,1,108,121,data-research/python_functions/PY-016.py,,_default,no,function,flask.json.provider,private,o,from flask.json.provider import _default,,,,,,khong phai method
PY-017,python,pallets/flask,data/raw/flask/src/flask/sansio/app.py,trap_http_exception,6,13,2,893,926,data-research/python_functions/PY-017.py,App,App.trap_http_exception,yes,instance,flask.sansio.app,public,e,"from flask.sansio.app import App  # construct an instance first, then call instance.trap_http_exception(...)",,"(self, import_name: 'str', static_url_path: 'str | None' = None, static_folder: 'str | os.PathLike[str] | None' = 'static', static_host: 'str | None' = None, host_matching: 'bool' = False, subdomain_matching: 'bool' = False, template_folder: 'str | os.PathLike[str] | None' = 'templates', instance_path: 'str | None' = None, instance_relative_config: 'bool' = False, root_path: 'str | None' = None)","Flask(import_name=""test_app"")",yes,yes,dung lop con cu the flask.app.Flask (Flask)
PY-018,python,pallets/flask,data/raw/flask/src/flask/sansio/blueprints.py,_merge_blueprint_funcs,6,23,3,379,410,data-research/python_functions/PY-018.py,Blueprint,Blueprint._merge_blueprint_funcs,yes,instance,flask.sansio.blueprints,private,"app,name","from flask.sansio.blueprints import Blueprint  # construct an instance first, then call instance._merge_blueprint_funcs(...)",,"(self, name: 'str', import_name: 'str', static_folder: 'str | os.PathLike[str] | None' = None, static_url_path: 'str | None' = None, template_folder: 'str | os.PathLike[str] | None' = None, url_prefix: 'str | None' = None, subdomain: 'str | None' = None, url_defaults: 'dict[str, t.Any] | None' = None, root_path: 'str | None' = None, cli_group: 'str | None' = <object object at 0x000001478A0A9DB0>)","Blueprint(name=""test"", import_name=""test_app"")",yes,yes,Blueprint
PY-019,python,pallets/flask,data/raw/flask/src/flask/sansio/blueprints.py,add_url_rule,6,21,6,413,441,data-research/python_functions/PY-019.py,Blueprint,Blueprint.add_url_rule,yes,instance,flask.sansio.blueprints,public,"rule,endpoint,view_func,provide_automatic_options","from flask.sansio.blueprints import Blueprint  # construct an instance first, then call instance.add_url_rule(...)",,"(self, name: 'str', import_name: 'str', static_folder: 'str | os.PathLike[str] | None' = None, static_url_path: 'str | None' = None, template_folder: 'str | os.PathLike[str] | None' = None, url_prefix: 'str | None' = None, subdomain: 'str | None' = None, url_defaults: 'dict[str, t.Any] | None' = None, root_path: 'str | None' = None, cli_group: 'str | None' = <object object at 0x000001478A0A9DB0>)","Blueprint(name=""test"", import_name=""test_app"")",yes,yes,Blueprint
PY-020,python,pallets/flask,data/raw/flask/src/flask/sansio/scaffold.py,_get_exc_class_and_code,6,31,1,657,698,data-research/python_functions/PY-020.py,Scaffold,Scaffold._get_exc_class_and_code,yes,staticmethod,flask.sansio.scaffold,private,exc_class_or_code,from flask.sansio.scaffold import Scaffold  # then call Scaffold._get_exc_class_and_code(...),,"(self, import_name: 'str', static_folder: 'str | os.PathLike[str] | None' = None, static_url_path: 'str | None' = None, template_folder: 'str | os.PathLike[str] | None' = None, root_path: 'str | None' = None)","Scaffold(import_name=""test_app"")",yes,yes,Scaffold
PY-021,python,pallets/flask,data/raw/flask/src/flask/app.py,create_url_adapter,7,21,2,509,560,data-research/python_functions/PY-021.py,Flask,Flask.create_url_adapter,yes,instance,flask.app,public,request,"from flask.app import Flask  # construct an instance first, then call instance.create_url_adapter(...)",,"(self, import_name: 'str', static_url_path: 'str | None' = None, static_folder: 'str | os.PathLike[str] | None' = 'static', static_host: 'str | None' = None, host_matching: 'bool' = False, subdomain_matching: 'bool' = False, template_folder: 'str | os.PathLike[str] | None' = 'templates', instance_path: 'str | None' = None, instance_relative_config: 'bool' = False, root_path: 'str | None' = None)","Flask(import_name=""test_app"")",yes,yes,Flask
PY-022,python,pallets/flask,data/raw/flask/src/flask/app.py,handle_user_exception,7,13,3,865,895,data-research/python_functions/PY-022.py,Flask,Flask.handle_user_exception,yes,instance,flask.app,public,"ctx,e","from flask.app import Flask  # construct an instance first, then call instance.handle_user_exception(...)",,"(self, import_name: 'str', static_url_path: 'str | None' = None, static_folder: 'str | os.PathLike[str] | None' = 'static', static_host: 'str | None' = None, host_matching: 'bool' = False, subdomain_matching: 'bool' = False, template_folder: 'str | os.PathLike[str] | None' = 'templates', instance_path: 'str | None' = None, instance_relative_config: 'bool' = False, root_path: 'str | None' = None)","Flask(import_name=""test_app"")",yes,yes,Flask
PY-023,python,pallets/flask,data/raw/flask/src/flask/config.py,from_prefixed_env,7,24,4,126,185,data-research/python_functions/PY-023.py,Config,Config.from_prefixed_env,yes,instance,flask.config,public,prefix,"from flask.config import Config  # construct an instance first, then call instance.from_prefixed_env(...)",,"(self, root_path: 'str | os.PathLike[str]', defaults: 'dict[str, t.Any] | None' = None) -> 'None'","Config(root_path=str(__import__(""tempfile"").gettempdir()))",yes,yes,Config
PY-024,python,pallets/flask,data/raw/flask/src/flask/ctx.py,pop,7,29,2,446,504,data-research/python_functions/PY-024.py,AppContext,AppContext.pop,yes,instance,flask.ctx,public,exc,"from flask.ctx import AppContext  # construct an instance first, then call instance.pop(...)",,"(self, app: 'Flask', *, request: 'Request | None' = None, session: 'SessionMixin | None' = None) -> 'None'","AppContext(app=__import__(""flask"").Flask(""test_app""))",yes,yes,AppContext
PY-025,python,pallets/flask,data/raw/flask/src/flask/json/provider.py,_prepare_response_obj,7,10,3,75,87,data-research/python_functions/PY-025.py,JSONProvider,JSONProvider._prepare_response_obj,yes,instance,flask.json.provider,private,"args,kwargs","from flask.json.provider import JSONProvider  # construct an instance first, then call instance._prepare_response_obj(...)",,"(self, app: 'App') -> 'None'","JSONProvider(app=__import__(""flask"").Flask(""test_app""))",yes,yes,JSONProvider
PY-026,python,pallets/flask,data/raw/flask/src/flask/sansio/app.py,_find_error_handler,7,15,3,868,891,data-research/python_functions/PY-026.py,App,App._find_error_handler,yes,instance,flask.sansio.app,private,"e,blueprints","from flask.sansio.app import App  # construct an instance first, then call instance._find_error_handler(...)",,"(self, import_name: 'str', static_url_path: 'str | None' = None, static_folder: 'str | os.PathLike[str] | None' = 'static', static_host: 'str | None' = None, host_matching: 'bool' = False, subdomain_matching: 'bool' = False, template_folder: 'str | os.PathLike[str] | None' = 'templates', instance_path: 'str | None' = None, instance_relative_config: 'bool' = False, root_path: 'str | None' = None)","Flask(import_name=""test_app"")",yes,yes,dung lop con cu the flask.app.Flask (Flask)
PY-027,python,pallets/flask,data/raw/flask/src/flask/testing.py,open,7,34,5,204,247,data-research/python_functions/PY-027.py,FlaskClient,FlaskClient.open,yes,instance,flask.testing,public,,"from flask.testing import FlaskClient  # construct an instance first, then call instance.open(...)",,"(self, *args: 't.Any', **kwargs: 't.Any') -> 'None'",,no,yes,TypeError: Client.__init__() missing 1 required positional argument: 'application
PY-028,python,pallets/flask,data/raw/flask/src/flask/views.py,__init_subclass__,7,12,2,165,180,data-research/python_functions/PY-028.py,MethodView,MethodView.__init_subclass__,yes,class,flask.views,private,,"from flask.views import MethodView  # construct an instance first, then call instance.__init_subclass__(...)",,"(self, /, *args, **kwargs)",MethodView(),yes,yes,MethodView
PY-029,python,psf/requests,data/raw/requests/src/requests/adapters.py,_urllib3_request_context,7,32,4,85,119,data-research/python_functions/PY-029.py,,_urllib3_request_context,no,function,requests.adapters,private,"request,verify,client_cert,poolmanager",from requests.adapters import _urllib3_request_context,,,,,,khong phai method
PY-030,python,psf/requests,data/raw/requests/src/requests/auth.py,handle_401,7,29,3,273,319,data-research/python_functions/PY-030.py,HTTPDigestAuth,HTTPDigestAuth.handle_401,yes,instance,requests.auth,public,r,"from requests.auth import HTTPDigestAuth  # construct an instance first, then call instance.handle_401(...)",,"(self, username: 'bytes | str', password: 'bytes | str') -> 'None'","HTTPDigestAuth(username=""test"", password=""test"")",yes,no,HTTPDigestAuth
PY-031,python,pallets/flask,data/raw/flask/src/flask/app.py,preprocess_request,8,14,2,1366,1392,data-research/python_functions/PY-031.py,Flask,Flask.preprocess_request,yes,instance,flask.app,public,ctx,"from flask.app import Flask  # construct an instance first, then call instance.preprocess_request(...)",,"(self, import_name: 'str', static_url_path: 'str | None' = None, static_folder: 'str | os.PathLike[str] | None' = 'static', static_host: 'str | None' = None, host_matching: 'bool' = False, subdomain_matching: 'bool' = False, template_folder: 'str | os.PathLike[str] | None' = 'templates', instance_path: 'str | None' = None, instance_relative_config: 'bool' = False, root_path: 'str | None' = None)","Flask(import_name=""test_app"")",yes,yes,Flask
PY-032,python,pallets/flask,data/raw/flask/src/flask/app.py,wsgi_app,8,26,3,1566,1616,data-research/python_functions/PY-032.py,Flask,Flask.wsgi_app,yes,instance,flask.app,public,"environ,start_response","from flask.app import Flask  # construct an instance first, then call instance.wsgi_app(...)",,"(self, import_name: 'str', static_url_path: 'str | None' = None, static_folder: 'str | os.PathLike[str] | None' = 'static', static_host: 'str | None' = None, host_matching: 'bool' = False, subdomain_matching: 'bool' = False, template_folder: 'str | os.PathLike[str] | None' = 'templates', instance_path: 'str | None' = None, instance_relative_config: 'bool' = False, root_path: 'str | None' = None)","Flask(import_name=""test_app"")",yes,yes,Flask
PY-033,python,pallets/flask,data/raw/flask/src/flask/cli.py,load_app,8,30,1,333,372,data-research/python_functions/PY-033.py,ScriptInfo,ScriptInfo.load_app,yes,instance,flask.cli,public,,"from flask.cli import ScriptInfo  # construct an instance first, then call instance.load_app(...)",,"(self, app_import_path: 'str | None' = None, create_app: 't.Callable[..., Flask] | None' = None, set_debug_flag: 'bool' = True, load_dotenv_defaults: 'bool' = True) -> 'None'",ScriptInfo(),yes,yes,ScriptInfo
PY-034,python,pallets/flask,data/raw/flask/src/flask/debughelpers.py,_dump_loader_info,8,15,1,107,121,data-research/python_functions/PY-034.py,,_dump_loader_info,no,function,flask.debughelpers,private,loader,from flask.debughelpers import _dump_loader_info,,,,,,khong phai method
PY-035,python,psf/requests,data/raw/requests/src/requests/cookies.py,remove_cookie_by_name,8,14,4,164,182,data-research/python_functions/PY-035.py,,remove_cookie_by_name,no,function,requests.cookies,public,"cookiejar,name,domain,path",from requests.cookies import remove_cookie_by_name,,,,,,khong phai method
PY-036,python,psf/requests,data/raw/requests/src/requests/models.py,iter_content.generate,8,19,0,935,956,data-research/python_functions/PY-036.py,Response,Response.iter_content.generate,no,nested-function,requests.models,public,,NOT directly importable — it is a closure inside Response.iter_content(). Reach it by calling Response.iter_content(...) and exercising the branch that invokes generate.,closure,,,,,khong phai method
PY-037,python,psf/requests,data/raw/requests/src/requests/models.py,json,8,14,2,1091,1124,data-research/python_functions/PY-037.py,Response,Response.json,yes,instance,requests.models,public,,"from requests.models import Response  # construct an instance first, then call instance.json(...)",,(self) -> 'None',Response(),yes,no,Response
PY-038,python,psf/requests,data/raw/requests/src/requests/sessions.py,merge_setting,8,17,3,76,105,data-research/python_functions/PY-038.py,,merge_setting,no,function,requests.sessions,public,"request_setting,session_setting,dict_class",from requests.sessions import merge_setting,,,,,,khong phai method
PY-039,python,psf/requests,data/raw/requests/src/requests/utils.py,extract_zipped_paths,8,21,1,290,325,data-research/python_functions/PY-039.py,,extract_zipped_paths,no,function,requests.utils,public,path,from requests.utils import extract_zipped_paths,,,,,,khong phai method
PY-040,python,pallets/flask,data/raw/flask/src/flask/cli.py,_validate_key,9,27,3,828,864,data-research/python_functions/PY-040.py,,_validate_key,no,function,flask.cli,private,"ctx,param,value",from flask.cli import _validate_key,,,,,,khong phai method
PY-041,python,pallets/flask,data/raw/flask/src/flask/helpers.py,get_root_path,9,30,1,587,641,data-research/python_functions/PY-041.py,,get_root_path,no,function,flask.helpers,public,import_name,from flask.helpers import get_root_path,,,,,,khong phai method
PY-042,python,psf/requests,data/raw/requests/src/requests/cookies.py,_find_no_duplicates,9,16,4,423,452,data-research/python_functions/PY-042.py,RequestsCookieJar,RequestsCookieJar._find_no_duplicates,yes,instance,requests.cookies,private,"name,domain,path","from requests.cookies import RequestsCookieJar  # construct an instance first, then call instance._find_no_duplicates(...)",,"(self, policy=None)",RequestsCookieJar(),yes,no,RequestsCookieJar
PY-043,python,psf/requests,data/raw/requests/src/requests/models.py,iter_lines,9,23,4,994,1032,data-research/python_functions/PY-043.py,Response,Response.iter_lines,yes,instance,requests.models,public,"chunk_size,decode_unicode,delimiter","from requests.models import Response  # construct an instance first, then call instance.iter_lines(...)",,(self) -> 'None',Response(),yes,no,Response
PY-044,python,psf/requests,data/raw/requests/src/requests/sessions.py,merge_environment_settings,9,25,6,831,868,data-research/python_functions/PY-044.py,Session,Session.merge_environment_settings,yes,instance,requests.sessions,public,"url,proxies,stream,verify,cert","from requests.sessions import Session  # construct an instance first, then call instance.merge_environment_settings(...)",,(self) -> 'None',Session(),yes,no,Session
PY-045,python,psf/requests,data/raw/requests/src/requests/utils.py,proxy_bypass_registry,9,28,1,99,135,data-research/python_functions/PY-045.py,,proxy_bypass_registry,no,function,requests.utils,public,host,from requests.utils import proxy_bypass_registry,,,,,,khong phai method
PY-046,python,pallets/flask,data/raw/flask/src/flask/app.py,__init_subclass__,10,42,2,254,308,data-research/python_functions/PY-046.py,Flask,Flask.__init_subclass__,yes,class,flask.app,private,,"from flask.app import Flask  # construct an instance first, then call instance.__init_subclass__(...)",,"(self, import_name: 'str', static_url_path: 'str | None' = None, static_folder: 'str | os.PathLike[str] | None' = 'static', static_host: 'str | None' = None, host_matching: 'bool' = False, subdomain_matching: 'bool' = False, template_folder: 'str | os.PathLike[str] | None' = 'templates', instance_path: 'str | None' = None, instance_relative_config: 'bool' = False, root_path: 'str | None' = None)","Flask(import_name=""test_app"")",yes,yes,Flask
PY-047,python,pallets/flask,data/raw/flask/src/flask/sansio/scaffold.py,_find_package_path,10,27,1,709,751,data-research/python_functions/PY-047.py,,_find_package_path,no,function,flask.sansio.scaffold,private,import_name,from flask.sansio.scaffold import _find_package_path,,,,,,khong phai method
PY-048,python,pallets/flask,data/raw/flask/src/flask/testing.py,__init__,10,32,8,49,86,data-research/python_functions/PY-048.py,EnvironBuilder,EnvironBuilder.__init__,yes,instance,flask.testing,private,"app,path,base_url,subdomain,url_scheme","from flask.testing import EnvironBuilder  # construct an instance first, then call instance.__init__(...)",,"(self, app: 'Flask', path: 'str' = '/', base_url: 'str | None' = None, subdomain: 'str | None' = None, url_scheme: 'str | None' = None, *args: 't.Any', **kwargs: 't.Any') -> 'None'","EnvironBuilder(app=__import__(""flask"").Flask(""test_app""))",yes,yes,EnvironBuilder
PY-049,python,psf/requests,data/raw/requests/src/requests/sessions.py,should_strip_auth,10,22,3,154,184,data-research/python_functions/PY-049.py,SessionRedirectMixin,SessionRedirectMixin.should_strip_auth,yes,instance,requests.sessions,public,"old_url,new_url","from requests.sessions import SessionRedirectMixin  # construct an instance first, then call instance.should_strip_auth(...)",,"(self, /, *args, **kwargs)",SessionRedirectMixin(),yes,no,SessionRedirectMixin
PY-050,python,pallets/flask,data/raw/flask/src/flask/config.py,from_file,5,17,5,256,302,data-research/python_functions/PY-050.py,Config,Config.from_file,yes,instance,flask.config,public,"filename,load,silent,text","from flask.config import Config  # construct an instance first, then call instance.from_file(...)",,"(self, root_path: 'str | os.PathLike[str]', defaults: 'dict[str, t.Any] | None' = None) -> 'None'","Config(root_path=str(__import__(""tempfile"").gettempdir()))",yes,yes,Config
PY-051,python,pallets/flask,data/raw/flask/src/flask/config.py,get_namespace,5,15,4,323,364,data-research/python_functions/PY-051.py,Config,Config.get_namespace,yes,instance,flask.config,public,"namespace,lowercase,trim_namespace","from flask.config import Config  # construct an instance first, then call instance.get_namespace(...)",,"(self, root_path: 'str | os.PathLike[str]', defaults: 'dict[str, t.Any] | None' = None) -> 'None'","Config(root_path=str(__import__(""tempfile"").gettempdir()))",yes,yes,Config
PY-052,python,pallets/flask,data/raw/flask/src/flask/json/tag.py,register,5,16,4,256,287,data-research/python_functions/PY-052.py,TaggedJSONSerializer,TaggedJSONSerializer.register,yes,instance,flask.json.tag,public,"tag_class,force,index","from flask.json.tag import TaggedJSONSerializer  # construct an instance first, then call instance.register(...)",,(self) -> 'None',TaggedJSONSerializer(),yes,yes,TaggedJSONSerializer
PY-053,python,pallets/flask,data/raw/flask/src/flask/json/tag.py,_untag_scan,5,7,2,309,319,data-research/python_functions/PY-053.py,TaggedJSONSerializer,TaggedJSONSerializer._untag_scan,yes,instance,flask.json.tag,private,value,"from flask.json.tag import TaggedJSONSerializer  # construct an instance first, then call instance._untag_scan(...)",,(self) -> 'None',TaggedJSONSerializer(),yes,yes,TaggedJSONSerializer
PY-054,python,pallets/flask,data/raw/flask/src/flask/logging.py,has_level_handler,5,10,1,31,47,data-research/python_functions/PY-054.py,,has_level_handler,no,function,flask.logging,public,logger,from flask.logging import has_level_handler,,,,,,khong phai method
PY-055,python,pallets/flask,data/raw/flask/src/flask/sansio/app.py,inject_url_defaults,5,10,3,960,979,data-research/python_functions/PY-055.py,App,App.inject_url_defaults,yes,instance,flask.sansio.app,public,"endpoint,values","from flask.sansio.app import App  # construct an instance first, then call instance.inject_url_defaults(...)",,"(self, import_name: 'str', static_url_path: 'str | None' = None, static_folder: 'str | os.PathLike[str] | None' = 'static', static_host: 'str | None' = None, host_matching: 'bool' = False, subdomain_matching: 'bool' = False, template_folder: 'str | os.PathLike[str] | None' = 'templates', instance_path: 'str | None' = None, instance_relative_config: 'bool' = False, root_path: 'str | None' = None)","Flask(import_name=""test_app"")",yes,yes,dung lop con cu the flask.app.Flask (Flask)
PY-056,python,pallets/flask,data/raw/flask/src/flask/sansio/app.py,handle_url_build_error,5,14,4,981,1013,data-research/python_functions/PY-056.py,App,App.handle_url_build_error,yes,instance,flask.sansio.app,public,"error,endpoint,values","from flask.sansio.app import App  # construct an instance first, then call instance.handle_url_build_error(...)",,"(self, import_name: 'str', static_url_path: 'str | None' = None, static_folder: 'str | os.PathLike[str] | None' = 'static', static_host: 'str | None' = None, host_matching: 'bool' = False, subdomain_matching: 'bool' = False, template_folder: 'str | os.PathLike[str] | None' = 'templates', instance_path: 'str | None' = None, instance_relative_config: 'bool' = False, root_path: 'str | None' = None)","Flask(import_name=""test_app"")",yes,yes,dung lop con cu the flask.app.Flask (Flask)
PY-057,python,pallets/flask,data/raw/flask/src/flask/sansio/blueprints.py,add_url_rule,5,25,5,87,116,data-research/python_functions/PY-057.py,BlueprintSetupState,BlueprintSetupState.add_url_rule,yes,instance,flask.sansio.blueprints,public,"rule,endpoint,view_func","from flask.sansio.blueprints import BlueprintSetupState  # construct an instance first, then call instance.add_url_rule(...)",,"(self, blueprint: 'Blueprint', app: 'App', options: 't.Any', first_registration: 'bool') -> 'None'",,no,yes,khong sinh duoc ung vien
PY-058,python,pallets/flask,data/raw/flask/src/flask/sansio/scaffold.py,find_package,5,14,1,754,792,data-research/python_functions/PY-058.py,,find_package,no,function,flask.sansio.scaffold,public,import_name,from flask.sansio.scaffold import find_package,,,,,,khong phai method
PY-059,python,pallets/flask,data/raw/flask/src/flask/sessions.py,save_session,5,41,4,337,385,data-research/python_functions/PY-059.py,SecureCookieSessionInterface,SecureCookieSessionInterface.save_session,yes,instance,flask.sessions,public,"app,session,response","from flask.sessions import SecureCookieSessionInterface  # construct an instance first, then call instance.save_session(...)",,"(self, /, *args, **kwargs)",SecureCookieSessionInterface(),yes,yes,SecureCookieSessionInterface
PY-060,python,pallets/flask,data/raw/flask/src/flask/templating.py,_get_source_explained,5,19,3,64,86,data-research/python_functions/PY-060.py,DispatchingJinjaLoader,DispatchingJinjaLoader._get_source_explained,yes,instance,flask.templating,private,"environment,template","from flask.templating import DispatchingJinjaLoader  # construct an instance first, then call instance._get_source_explained(...)",,"(self, app: 'App') -> 'None'","DispatchingJinjaLoader(app=__import__(""flask"").Flask(""test_app""))",yes,yes,DispatchingJinjaLoader
