func_id,language,source_repo,file,func_name,class_path,visibility,cc,nloc,params,start_line,end_line,class_path,qualname,is_method,receiver_kind,module_or_package,visibility,param_types,import_hint,enrich_note
CP-014,python,pallets/flask,data/raw/flask/src/flask/cli.py,prepare_import,,public,6,16,1,200,226,,prepare_import,no,function,flask.cli,public,path,from flask.cli import prepare_import,
CP-015,python,psf/requests,data/raw/requests/src/requests/models.py,register_hook,RequestHooksMixin,public,6,11,3,257,270,RequestHooksMixin,RequestHooksMixin.register_hook,yes,instance,requests.models,public,"event,hook","from requests.models import RequestHooksMixin  # construct an instance first, then call instance.register_hook(...)",
CP-016,python,pallets/flask,data/raw/flask/src/flask/app.py,preprocess_request,Flask,public,8,14,2,1366,1392,Flask,Flask.preprocess_request,yes,instance,flask.app,public,ctx,"from flask.app import Flask  # construct an instance first, then call instance.preprocess_request(...)",
CP-017,python,psf/requests,data/raw/requests/src/requests/sessions.py,rebuild_method,SessionRedirectMixin,public,7,11,3,370,392,SessionRedirectMixin,SessionRedirectMixin.rebuild_method,yes,instance,requests.sessions,public,"prepared_request,response","from requests.sessions import SessionRedirectMixin  # construct an instance first, then call instance.rebuild_method(...)",
CP-018,python,pallets/flask,data/raw/flask/src/flask/app.py,handle_user_exception,Flask,public,7,13,3,865,895,Flask,Flask.handle_user_exception,yes,instance,flask.app,public,"ctx,e","from flask.app import Flask  # construct an instance first, then call instance.handle_user_exception(...)",
CP-019,python,psf/requests,data/raw/requests/src/requests/models.py,prepare_auth,PreparedRequest,public,6,16,3,670,697,PreparedRequest,PreparedRequest.prepare_auth,yes,instance,requests.models,public,"auth,url","from requests.models import PreparedRequest  # construct an instance first, then call instance.prepare_auth(...)",
CP-020,python,pallets/flask,data/raw/flask/src/flask/logging.py,has_level_handler,,public,5,10,1,31,47,,has_level_handler,no,function,flask.logging,public,logger,from flask.logging import has_level_handler,
CP-021,python,psf/requests,data/raw/requests/src/requests/models.py,json,Response,public,8,14,2,1091,1124,Response,Response.json,yes,instance,requests.models,public,,"from requests.models import Response  # construct an instance first, then call instance.json(...)",
CP-022,python,pallets/flask,data/raw/flask/src/flask/sansio/app.py,inject_url_defaults,App,public,5,10,3,960,979,App,App.inject_url_defaults,yes,instance,flask.sansio.app,public,"endpoint,values","from flask.sansio.app import App  # construct an instance first, then call instance.inject_url_defaults(...)",
CP-023,python,psf/requests,data/raw/requests/src/requests/sessions.py,request,Session,public,5,46,17,557,653,Session,Session.request,yes,instance,requests.sessions,public,"method,url,params,data,headers,cookies,files,auth,timeout,allow_redirects,proxies,hooks,stream,verify,cert,json","from requests.sessions import Session  # construct an instance first, then call instance.request(...)",
CP-024,python,pallets/flask,data/raw/flask/src/flask/config.py,from_file,Config,public,5,17,5,256,302,Config,Config.from_file,yes,instance,flask.config,public,"filename,load,silent,text","from flask.config import Config  # construct an instance first, then call instance.from_file(...)",
CP-025,python,psf/requests,data/raw/requests/src/requests/__init__.py,check_compatibility,,public,5,28,3,60,96,,check_compatibility,no,function,requests,public,"urllib3_version,chardet_version,charset_normalizer_version",from requests import check_compatibility,
CP-026,python,pallets/flask,data/raw/flask/src/flask/helpers.py,get_root_path,,public,9,30,1,587,641,,get_root_path,no,function,flask.helpers,public,import_name,from flask.helpers import get_root_path,
CP-027,python,psf/requests,data/raw/requests/src/requests/utils.py,is_valid_cidr,,public,6,15,1,763,784,,is_valid_cidr,no,function,requests.utils,public,string_network,from requests.utils import is_valid_cidr,
CP-028,python,pallets/flask,data/raw/flask/src/flask/app.py,wsgi_app,Flask,public,8,26,3,1566,1616,Flask,Flask.wsgi_app,yes,instance,flask.app,public,"environ,start_response","from flask.app import Flask  # construct an instance first, then call instance.wsgi_app(...)",
CP-029,python,psf/requests,data/raw/requests/src/requests/sessions.py,rebuild_auth,SessionRedirectMixin,public,5,14,3,309,332,SessionRedirectMixin,SessionRedirectMixin.rebuild_auth,yes,instance,requests.sessions,public,"prepared_request,response","from requests.sessions import SessionRedirectMixin  # construct an instance first, then call instance.rebuild_auth(...)",
CP-030,python,pallets/flask,data/raw/flask/src/flask/app.py,raise_routing_exception,Flask,public,5,10,2,562,588,Flask,Flask.raise_routing_exception,yes,instance,flask.app,public,request,"from flask.app import Flask  # construct an instance first, then call instance.raise_routing_exception(...)",
CP-031,python,psf/requests,data/raw/requests/src/requests/utils.py,prepend_scheme_if_needed,,public,5,14,2,1040,1067,,prepend_scheme_if_needed,no,function,requests.utils,public,"url,new_scheme",from requests.utils import prepend_scheme_if_needed,
CP-032,python,pallets/flask,data/raw/flask/src/flask/cli.py,run_command,,public,5,37,9,935,993,,run_command,no,function,flask.cli,public,"info,host,port,reload,debugger,with_threads,cert,extra_files,exclude_patterns",from flask.cli import run_command,
CP-033,python,psf/requests,data/raw/requests/src/requests/utils.py,set_environ,,public,5,14,2,788,807,,set_environ,no,function,requests.utils,public,"env_name,value",from requests.utils import set_environ,
CP-034,python,pallets/flask,data/raw/flask/src/flask/cli.py,load_app,ScriptInfo,public,8,30,1,333,372,ScriptInfo,ScriptInfo.load_app,yes,instance,flask.cli,public,,"from flask.cli import ScriptInfo  # construct an instance first, then call instance.load_app(...)",
CP-035,python,psf/requests,data/raw/requests/src/requests/cookies.py,merge_cookies,,public,6,14,2,604,625,,merge_cookies,no,function,requests.cookies,public,"cookiejar,cookies",from requests.cookies import merge_cookies,
CP-036,python,pallets/flask,data/raw/flask/src/flask/app.py,create_url_adapter,Flask,public,7,21,2,509,560,Flask,Flask.create_url_adapter,yes,instance,flask.app,public,request,"from flask.app import Flask  # construct an instance first, then call instance.create_url_adapter(...)",
CP-037,python,psf/requests,data/raw/requests/src/requests/utils.py,unquote_unreserved,,public,6,16,1,680,701,,unquote_unreserved,no,function,requests.utils,public,uri,from requests.utils import unquote_unreserved,
CP-038,python,pallets/flask,data/raw/flask/src/flask/app.py,full_dispatch_request,Flask,public,5,19,2,992,1019,Flask,Flask.full_dispatch_request,yes,instance,flask.app,public,ctx,"from flask.app import Flask  # construct an instance first, then call instance.full_dispatch_request(...)",
CP-039,python,psf/requests,data/raw/requests/src/requests/sessions.py,merge_setting,,public,8,17,3,76,105,,merge_setting,no,function,requests.sessions,public,"request_setting,session_setting,dict_class",from requests.sessions import merge_setting,
CP-040,python,pallets/flask,data/raw/flask/src/flask/app.py,process_response,Flask,public,6,10,3,1394,1418,Flask,Flask.process_response,yes,instance,flask.app,public,"ctx,response","from flask.app import Flask  # construct an instance first, then call instance.process_response(...)",
CP-041,python,psf/requests,data/raw/requests/src/requests/auth.py,handle_401,HTTPDigestAuth,public,7,29,3,273,319,HTTPDigestAuth,HTTPDigestAuth.handle_401,yes,instance,requests.auth,public,r,"from requests.auth import HTTPDigestAuth  # construct an instance first, then call instance.handle_401(...)",
CP-042,python,pallets/flask,data/raw/flask/src/flask/config.py,from_prefixed_env,Config,public,7,24,4,126,185,Config,Config.from_prefixed_env,yes,instance,flask.config,public,prefix,"from flask.config import Config  # construct an instance first, then call instance.from_prefixed_env(...)",
CP-043,python,psf/requests,data/raw/requests/src/requests/utils.py,get_unicode_from_response,,public,6,22,1,633,671,,get_unicode_from_response,no,function,requests.utils,public,r,from requests.utils import get_unicode_from_response,
CP-044,python,pallets/flask,data/raw/flask/src/flask/config.py,get_namespace,Config,public,5,15,4,323,364,Config,Config.get_namespace,yes,instance,flask.config,public,"namespace,lowercase,trim_namespace","from flask.config import Config  # construct an instance first, then call instance.get_namespace(...)",
CP-045,python,psf/requests,data/raw/requests/src/requests/sessions.py,should_strip_auth,SessionRedirectMixin,public,10,22,3,154,184,SessionRedirectMixin,SessionRedirectMixin.should_strip_auth,yes,instance,requests.sessions,public,"old_url,new_url","from requests.sessions import SessionRedirectMixin  # construct an instance first, then call instance.should_strip_auth(...)",
CP-046,python,pallets/flask,data/raw/flask/src/flask/templating.py,list_templates,DispatchingJinjaLoader,public,5,11,1,108,120,DispatchingJinjaLoader,DispatchingJinjaLoader.list_templates,yes,instance,flask.templating,public,,"from flask.templating import DispatchingJinjaLoader  # construct an instance first, then call instance.list_templates(...)",
CP-047,python,psf/requests,data/raw/requests/src/requests/utils.py,guess_filename,,public,5,4,1,283,287,,guess_filename,no,function,requests.utils,public,obj,from requests.utils import guess_filename,
CP-048,python,pallets/flask,data/raw/flask/src/flask/testing.py,open,FlaskClient,public,7,34,5,204,247,FlaskClient,FlaskClient.open,yes,instance,flask.testing,public,,"from flask.testing import FlaskClient  # construct an instance first, then call instance.open(...)",
CP-049,python,psf/requests,data/raw/requests/src/requests/models.py,raise_for_status,Response,public,6,19,1,1144,1171,Response,Response.raise_for_status,yes,instance,requests.models,public,,"from requests.models import Response  # construct an instance first, then call instance.raise_for_status(...)",
CP-050,python,pallets/flask,data/raw/flask/src/flask/json/tag.py,register,TaggedJSONSerializer,public,5,16,4,256,287,TaggedJSONSerializer,TaggedJSONSerializer.register,yes,instance,flask.json.tag,public,"tag_class,force,index","from flask.json.tag import TaggedJSONSerializer  # construct an instance first, then call instance.register(...)",
CP-051,python,psf/requests,data/raw/requests/src/requests/cookies.py,remove_cookie_by_name,,public,8,14,4,164,182,,remove_cookie_by_name,no,function,requests.cookies,public,"cookiejar,name,domain,path",from requests.cookies import remove_cookie_by_name,
CP-052,python,pallets/flask,data/raw/flask/src/flask/sansio/app.py,handle_url_build_error,App,public,5,14,4,981,1013,App,App.handle_url_build_error,yes,instance,flask.sansio.app,public,"error,endpoint,values","from flask.sansio.app import App  # construct an instance first, then call instance.handle_url_build_error(...)",
CP-053,python,psf/requests,data/raw/requests/src/requests/utils.py,extract_zipped_paths,,public,8,21,1,290,325,,extract_zipped_paths,no,function,requests.utils,public,path,from requests.utils import extract_zipped_paths,
CP-054,python,pallets/flask,data/raw/flask/src/flask/sansio/scaffold.py,find_package,,public,5,14,1,754,792,,find_package,no,function,flask.sansio.scaffold,public,import_name,from flask.sansio.scaffold import find_package,
CP-055,python,psf/requests,data/raw/requests/src/requests/help.py,info,,public,6,52,0,67,123,,info,no,function,requests.help,public,,from requests.help import info,
CP-056,python,pallets/flask,data/raw/flask/src/flask/helpers.py,get_flashed_messages,,public,6,12,2,360,399,,get_flashed_messages,no,function,flask.helpers,public,"with_categories,category_filter",from flask.helpers import get_flashed_messages,
CP-057,python,psf/requests,data/raw/requests/src/requests/utils.py,get_encoding_from_headers,,public,5,11,1,569,591,,get_encoding_from_headers,no,function,requests.utils,public,headers,from requests.utils import get_encoding_from_headers,
CP-058,python,psf/requests,data/raw/requests/src/requests/sessions.py,rebuild_proxies,SessionRedirectMixin,public,6,18,3,334,368,SessionRedirectMixin,SessionRedirectMixin.rebuild_proxies,yes,instance,requests.sessions,public,"prepared_request,proxies","from requests.sessions import SessionRedirectMixin  # construct an instance first, then call instance.rebuild_proxies(...)",
CP-059,python,psf/requests,data/raw/requests/src/requests/utils.py,resolve_proxies,,public,5,16,3,911,939,,resolve_proxies,no,function,requests.utils,public,"request,proxies,trust_env",from requests.utils import resolve_proxies,
CP-060,python,psf/requests,data/raw/requests/src/requests/utils.py,select_proxy,,public,5,17,2,885,908,,select_proxy,no,function,requests.utils,public,"url,proxies",from requests.utils import select_proxy,
